,aspect,head_word,head_word_tag,head_word_tag_new,lematized_words,ner,next_words,ortho_features,pos_tag,post_word_tag,pre_word_tag,prev_words,stopword,token_freq,word,word_len
25,0.0,0.0,,,to,0.0,use,0,TO,VB,JJ,easy,1.0,1,to,0.0
26,0.0,0.0,,,use,0.0,and,0,VB,CC,TO,to,0.0,1,use,0.0
27,0.0,0.0,,,and,0.0,is,0,CC,VBZ,VB,use,1.0,1,and,0.0
28,0.0,0.0,,,be,0.0,absolutely,0,VBZ,RB,CC,and,1.0,6,is,0.0
29,0.0,0.0,,,absolutely,0.0,gorgeous,0,RB,JJ,VBZ,is,0.0,1,absolutely,1.0
30,0.0,0.0,,,gorgeous,0.0,,0,JJ,,RB,absolutely,0.0,1,gorgeous,1.0
0,0.0,1.0,,NNP,Easy,1.0,to,1,NNP,TO,,,0.0,1,Easy,1.0
1,0.0,0.0,,,to,0.0,start,0,TO,VB,NNP,Easy,1.0,1,to,0.0
2,0.0,0.0,,,start,0.0,up,0,VB,RP,TO,to,0.0,1,start,1.0
3,0.0,0.0,,,up,0.0,and,0,RP,CC,VB,start,1.0,1,up,0.0
4,0.0,0.0,,,and,0.0,does,0,CC,VBZ,RP,up,1.0,1,and,0.0
5,0.0,0.0,,,do,0.0,not,0,VBZ,RB,CC,and,1.0,1,does,1.0
6,0.0,0.0,,,not,0.0,overheat,0,RB,VB,VBZ,does,1.0,1,not,0.0
7,0.0,0.0,,,overheat,0.0,as,0,VB,RB,RB,not,0.0,1,overheat,1.0
8,0.0,0.0,,,as,0.0,much,0,RB,JJ,VB,overheat,1.0,2,as,0.0
9,0.0,1.0,,JJ,much,0.0,as,0,JJ,IN,RB,as,0.0,1,much,1.0
10,0.0,0.0,,,as,0.0,other,0,IN,JJ,JJ,much,1.0,2,as,0.0
11,0.0,0.0,,,other,0.0,laptops,0,JJ,NNS,IN,as,1.0,1,other,1.0
12,0.0,1.0,,NNS,laptops,0.0,,0,NNS,,JJ,other,0.0,1,laptops,1.0
0,0.0,1.0,,JJ,Sad,1.0,very,1,JJ,RB,,,0.0,1,Sad,0.0
1,0.0,0.0,,,very,0.0,SAD,0,RB,JJ,JJ,Sad,1.0,1,very,1.0
2,0.0,0.0,,,SAD,1.0,,0,JJ,,RB,very,0.0,1,SAD,0.0
0,0.0,1.0,,PRP,I,0.0,even,1,PRP,RB,,,0.0,1,I,0.0
1,0.0,0.0,,,even,0.0,got,0,RB,VBD,PRP,I,0.0,1,even,1.0
2,0.0,0.0,,,get,0.0,my,0,VBD,PRP$,RB,even,0.0,1,got,0.0
3,0.0,0.0,,,my,0.0,teenage,0,PRP$,NN,VBD,got,1.0,1,my,0.0
4,0.0,0.0,,,teenage,0.0,son,0,NN,NN,PRP$,my,0.0,1,teenage,1.0
5,0.0,1.0,,NN,son,0.0,one,0,NN,CD,NN,teenage,0.0,1,son,0.0
6,0.0,1.0,,CD,one,0.0,because,0,CD,IN,NN,son,0.0,1,one,0.0
7,0.0,0.0,,,because,0.0,of,0,IN,IN,CD,one,1.0,1,because,1.0
8,0.0,0.0,,,of,0.0,the,0,IN,DT,IN,because,1.0,1,of,0.0
9,0.0,1.0,,DT,the,0.0,features,0,DT,NNS,IN,of,1.0,1,the,0.0
10,0.0,1.0,,NNS,feature,0.0,that,0,NNS,IN,DT,the,0.0,1,features,1.0
11,0.0,1.0,,IN,that,0.0,it,0,IN,PRP,NNS,features,1.0,1,that,1.0
12,0.0,1.0,,PRP,it,0.0,offers,0,PRP,VBZ,IN,that,1.0,1,it,0.0
13,0.0,0.0,,,offer,0.0,like,0,VBZ,IN,PRP,it,0.0,1,offers,1.0
14,0.0,0.0,,,like,0.0,iChat,0,IN,WP,VBZ,offers,0.0,1,like,1.0
15,0.0,1.0,,WP,iChat,0.0,Photobooth,0,WP,NNP,IN,like,0.0,1,iChat,1.0
16,0.0,1.0,,NNP,Photobooth,1.0,garage,1,NNP,NN,WP,iChat,0.0,1,Photobooth,1.0
17,0.0,0.0,,,garage,0.0,band,0,NN,NN,NNP,Photobooth,0.0,1,garage,1.0
18,0.0,1.0,,NN,band,0.0,and,0,NN,CC,NN,garage,0.0,1,band,1.0
19,0.0,0.0,,,and,0.0,more,0,CC,JJR,NN,band,1.0,1,and,0.0
20,0.0,1.0,,JJR,more,0.0,,0,JJR,,CC,and,1.0,1,more,1.0
0,0.0,0.0,,,Needless,1.0,to,1,NN,TO,,,0.0,1,Needless,1.0
1,0.0,0.0,,,to,0.0,say,0,TO,VB,NN,Needless,1.0,1,to,0.0
2,0.0,0.0,,,say,0.0,a,0,VB,DT,TO,to,0.0,1,say,0.0
3,0.0,0.0,,,a,0.0,PC,0,DT,NN,VB,say,1.0,2,a,0.0
4,0.0,1.0,,NN,PC,0.0,that,0,NN,WDT,DT,a,0.0,1,PC,0.0
5,0.0,1.0,,WDT,that,0.0,can,0,WDT,MD,NN,PC,1.0,1,that,1.0
6,0.0,0.0,,,can,0.0,not,0,MD,RB,WDT,that,1.0,1,can,0.0
7,0.0,0.0,,,not,0.0,support,0,RB,VB,MD,can,1.0,1,not,0.0
8,0.0,0.0,,,support,0.0,a,0,VB,DT,RB,not,0.0,1,support,1.0
9,0.0,0.0,,,a,0.0,cell,0,DT,NN,VB,support,1.0,2,a,0.0
10,0.0,0.0,,,cell,0.0,phone,0,NN,NN,DT,a,0.0,1,cell,1.0
11,0.0,1.0,,NN,phone,0.0,is,0,NN,VBZ,NN,cell,0.0,1,phone,1.0
12,0.0,0.0,,,be,0.0,less,0,VBZ,JJR,NN,phone,1.0,1,is,0.0
13,0.0,0.0,,,less,0.0,than,0,JJR,IN,VBZ,is,0.0,1,less,1.0
14,0.0,0.0,,,than,0.0,useless,0,IN,NN,JJR,less,1.0,1,than,1.0
15,0.0,0.0,,,useless,0.0,,0,NN,,IN,than,0.0,1,useless,1.0
0,0.0,0.0,,,Great,1.0,laptop,1,NNP,VBZ,,,0.0,1,Great,1.0
1,0.0,1.0,,VBZ,laptop,0.0,that,0,VBZ,IN,NNP,Great,0.0,1,laptop,1.0
2,0.0,1.0,,IN,that,0.0,offers,0,IN,VBZ,VBZ,laptop,1.0,1,that,1.0
3,0.0,0.0,,,offer,0.0,many,0,VBZ,JJ,IN,that,0.0,1,offers,1.0
4,0.0,0.0,,,many,0.0,great,0,JJ,JJ,VBZ,offers,0.0,1,many,1.0
5,0.0,0.0,,,great,0.0,features,0,JJ,NNS,JJ,many,0.0,1,great,1.0
6,0.0,1.0,,NNS,feature,0.0,,0,NNS,,JJ,great,0.0,1,features,1.0
0,0.0,1.0,,PRP,they,0.0,have,0,PRP,VBP,,,1.0,1,they,1.0
1,0.0,0.0,,,have,0.0,done,0,VBP,VBN,PRP,they,1.0,1,have,1.0
2,0.0,0.0,,,do,0.0,absolutely,0,VBN,RB,VBP,have,0.0,1,done,1.0
3,0.0,0.0,,,absolutely,0.0,nothing,0,RB,NN,VBN,done,0.0,1,absolutely,1.0
4,0.0,1.0,,NN,nothing,0.0,to,0,NN,TO,RB,absolutely,0.0,1,nothing,1.0
5,0.0,0.0,,,to,0.0,fix,0,TO,VB,NN,nothing,1.0,1,to,0.0
6,0.0,0.0,,,fix,0.0,the,0,VB,DT,TO,to,0.0,1,fix,0.0
7,0.0,1.0,,DT,the,0.0,computer,0,DT,NN,VB,fix,1.0,1,the,0.0
8,0.0,1.0,,NN,computer,0.0,problem,0,NN,NN,DT,the,0.0,1,computer,1.0
9,0.0,1.0,,NN,problem,0.0,,0,NN,,NN,computer,0.0,1,problem,1.0
0,0.0,0.0,,,One,0.0,night,1,CD,NN,,,0.0,1,One,0.0
1,0.0,1.0,,NN,night,0.0,I,0,NN,PRP,CD,One,0.0,1,night,1.0
2,0.0,1.0,,PRP,I,0.0,turned,1,PRP,VBD,NN,night,0.0,2,I,0.0
3,0.0,0.0,,,turn,0.0,the,0,VBD,DT,PRP,I,0.0,1,turned,1.0
4,0.0,1.0,,DT,the,0.0,freaking,0,DT,JJ,VBD,turned,1.0,2,the,0.0
5,0.0,0.0,,,freak,0.0,thing,0,JJ,NN,DT,the,0.0,1,freaking,1.0
6,0.0,1.0,,NN,thing,0.0,off,0,NN,RP,JJ,freaking,0.0,1,thing,1.0
7,0.0,0.0,,,off,0.0,after,0,RP,IN,NN,thing,1.0,1,off,0.0
8,0.0,0.0,,,after,0.0,using,0,IN,VBG,RP,off,1.0,1,after,1.0
9,0.0,0.0,,,use,0.0,it,0,VBG,PRP,IN,after,0.0,1,using,1.0
10,0.0,1.0,,PRP,it,0.0,the,0,PRP,DT,VBG,using,1.0,3,it,0.0
11,0.0,1.0,,DT,the,0.0,next,0,DT,JJ,PRP,it,1.0,2,the,0.0
12,0.0,0.0,,,next,0.0,day,0,JJ,NN,DT,the,0.0,1,next,1.0
13,0.0,1.0,,NN,day,0.0,I,0,NN,PRP,JJ,next,0.0,1,day,0.0
14,0.0,1.0,,PRP,I,0.0,turn,1,PRP,VBP,NN,day,0.0,2,I,0.0
15,0.0,0.0,,,turn,0.0,it,0,VBP,PRP,PRP,I,0.0,1,turn,1.0
16,0.0,1.0,,PRP,it,0.0,on,0,PRP,IN,VBP,turn,1.0,3,it,0.0
17,0.0,0.0,,,on,0.0,no,0,IN,DT,PRP,it,1.0,1,on,0.0
18,0.0,0.0,,,no,0.0,GUI,0,DT,NNP,IN,on,1.0,1,no,0.0
19,0.0,1.0,,NNP,GUI,0.0,screen,0,NNP,NN,DT,no,0.0,1,GUI,0.0
20,0.0,1.0,,NN,screen,0.0,all,0,NN,DT,NNP,GUI,0.0,1,screen,1.0
21,0.0,1.0,,DT,all,0.0,dark,0,DT,JJ,NN,screen,1.0,1,all,0.0
22,0.0,1.0,,JJ,dark,0.0,power,0,JJ,NN,DT,all,0.0,1,dark,1.0
23,0.0,0.0,,,power,0.0,light,0,NN,VBD,JJ,dark,0.0,1,power,1.0
24,0.0,1.0,,VBD,light,0.0,steady,0,VBD,JJ,NN,power,0.0,2,light,1.0
25,0.0,0.0,,,steady,0.0,hard,0,JJ,JJ,VBD,light,0.0,2,steady,1.0
26,0.0,0.0,,,hard,0.0,drive,0,JJ,NN,JJ,steady,0.0,1,hard,1.0
27,0.0,0.0,,,drive,0.0,light,0,NN,NN,JJ,hard,0.0,1,drive,1.0
28,0.0,1.0,,NN,light,0.0,steady,0,NN,JJ,NN,drive,0.0,2,light,1.0
29,0.0,0.0,,,steady,0.0,and,0,JJ,CC,NN,light,0.0,2,steady,1.0
30,0.0,0.0,,,and,0.0,not,0,CC,RB,JJ,steady,1.0,1,and,0.0
31,0.0,0.0,,,not,0.0,flashing,0,RB,VBG,CC,and,1.0,1,not,0.0
32,0.0,0.0,,,flash,0.0,as,0,VBG,IN,RB,not,0.0,1,flashing,1.0
33,0.0,0.0,,,as,0.0,it,0,IN,PRP,VBG,flashing,1.0,1,as,0.0
34,0.0,1.0,,PRP,it,0.0,usually,0,PRP,RB,IN,as,1.0,3,it,0.0
35,0.0,0.0,,,usually,0.0,does,0,RB,VBZ,PRP,it,0.0,1,usually,1.0
36,0.0,0.0,,,do,0.0,,0,VBZ,,RB,usually,1.0,1,does,1.0
0,0.0,0.0,,,Still,0.0,pretty,1,RB,RB,,,0.0,1,Still,1.0
1,0.0,0.0,,,pretty,0.0,pricey,0,RB,JJ,RB,Still,0.0,1,pretty,1.0
2,0.0,0.0,,,pricey,0.0,but,0,JJ,CC,RB,pretty,0.0,1,pricey,1.0
3,0.0,0.0,,,but,0.0,I,0,CC,PRP,JJ,pricey,1.0,1,but,0.0
4,0.0,1.0,,PRP,I,0.0,have,1,PRP,VBP,CC,but,0.0,1,I,0.0
5,0.0,0.0,,,have,0.0,been,0,VBP,VBN,PRP,I,1.0,1,have,1.0
6,0.0,0.0,,,be,0.0,putting,0,VBN,VBG,VBP,have,1.0,1,been,1.0
7,0.0,0.0,,,put,0.0,off,0,VBG,RP,VBN,been,0.0,1,putting,1.0
8,0.0,0.0,,,off,0.0,money,0,RP,NN,VBG,putting,1.0,1,off,0.0
9,0.0,1.0,,NN,money,0.0,for,0,NN,IN,RP,off,0.0,1,money,1.0
10,0.0,0.0,,,for,0.0,a,0,IN,DT,NN,money,1.0,1,for,0.0
11,0.0,0.0,,,a,0.0,while,0,DT,NN,IN,for,1.0,2,a,0.0
12,0.0,1.0,,NN,while,0.0,as,0,NN,IN,DT,a,1.0,1,while,1.0
13,0.0,0.0,,,a,0.0,a,0,IN,DT,NN,while,1.0,1,as,0.0
14,0.0,0.0,,,a,0.0,little,0,DT,JJ,IN,as,1.0,2,a,0.0
15,0.0,1.0,,JJ,little,0.0,Macbook,0,JJ,NNP,DT,a,0.0,1,little,1.0
16,0.0,0.0,,,Macbook,0.0,Fund,1,NNP,NNP,JJ,little,0.0,1,Macbook,1.0
17,0.0,1.0,,NNP,Fund,0.0,and,1,NNP,CC,NNP,Macbook,0.0,1,Fund,1.0
18,0.0,0.0,,,and,0.0,finally,0,CC,RB,NNP,Fund,1.0,1,and,0.0
19,0.0,0.0,,,finally,0.0,got,0,RB,VBD,CC,and,0.0,1,finally,1.0
20,0.0,0.0,,,get,0.0,to,0,VBD,TO,RB,finally,0.0,1,got,0.0
21,0.0,0.0,,,to,0.0,use,0,TO,VB,VBD,got,1.0,1,to,0.0
22,0.0,0.0,,,use,0.0,it,0,VB,PRP,TO,to,0.0,1,use,0.0
23,0.0,1.0,,PRP,it,0.0,,0,PRP,,VB,use,1.0,1,it,0.0
0,0.0,0.0,,,My,0.0,only,1,PRP$,JJ,,,0.0,1,My,0.0
1,0.0,0.0,,,only,0.0,disappointment,0,JJ,NN,PRP$,My,1.0,2,only,1.0
2,0.0,1.0,,NN,disappointment,0.0,with,0,NN,IN,JJ,only,0.0,1,disappointment,1.0
